Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2020Q4,S08000030,S08000030,,Upper GI,,58,,58,
2020Q4,S08000030,S08000030,,Urological,,96,,96,
2020Q4,S08000030,S08000030,,All Cancer Types,d,427,,424,
2020Q4,S08000030,S92000003,d,Breast,,90,,88,
2020Q4,S08000030,S92000003,d,Cervical,,1,,1,
2020Q4,S08000030,S92000003,d,Colorectal,,61,,61,
2020Q4,S08000030,S92000003,d,Head & Neck,,16,,16,
2020Q4,S08000030,S92000003,d,Lung,,77,,76,
2020Q4,S08000030,S92000003,d,Lymphoma,,17,,17,
2020Q4,S08000030,S92000003,d,Melanoma,,14,,14,
2020Q4,S08000030,S92000003,d,Ovarian,,5,,5,
2020Q4,S08000030,S92000003,d,Upper GI,,58,,58,
2020Q4,S08000030,S92000003,d,Urological,,99,,99,
2020Q4,S08000030,S92000003,d,All Cancer Types,d,438,,435,
2020Q4,S08000031,S08000017,,Breast,,1,,1,
2020Q4,S08000031,S08000017,,All Cancer Types,d,1,,1,
2020Q4,S08000031,S08000019,,Breast,,4,,4,
2020Q4,S08000031,S08000019,,All Cancer Types,d,4,,4,
2020Q4,S08000031,S08000024,,Upper GI,,2,,1,
2020Q4,S08000031,S08000024,,All Cancer Types,d,2,,1,
2020Q4,S08000031,S08000031,,Breast,,308,,308,
2020Q4,S08000031,S08000031,,Cervical,,15,,15,
2020Q4,S08000031,S08000031,,Colorectal,,163,,162,
2020Q4,S08000031,S08000031,,Head & Neck,,74,,74,
2020Q4,S08000031,S08000031,,Lung,,266,,266,
2020Q4,S08000031,S08000031,,Lymphoma,,35,,35,
2020Q4,S08000031,S08000031,,Melanoma,,70,,70,
2020Q4,S08000031,S08000031,,Ovarian,,23,,23,
2020Q4,S08000031,S08000031,,Upper GI,,115,,115,
2020Q4,S08000031,S08000031,,Urological,,294,,284,
2020Q4,S08000031,S08000031,,All Cancer Types,d,1363,,1352,
2020Q4,S08000031,S08000032,,Breast,,37,,32,
2020Q4,S08000031,S08000032,,Colorectal,,1,,1,
2020Q4,S08000031,S08000032,,All Cancer Types,d,38,,33,
2020Q4,S08000031,S92000003,d,Breast,,350,,345,
2020Q4,S08000031,S92000003,d,Cervical,,15,,15,
2020Q4,S08000031,S92000003,d,Colorectal,,165,,164,
2020Q4,S08000031,S92000003,d,Head & Neck,,74,,74,
2020Q4,S08000031,S92000003,d,Lung,,313,,313,
2020Q4,S08000031,S92000003,d,Lymphoma,,35,,35,
2020Q4,S08000031,S92000003,d,Melanoma,,70,,70,
2020Q4,S08000031,S92000003,d,Ovarian,,23,,23,
2020Q4,S08000031,S92000003,d,Upper GI,,117,,116,
2020Q4,S08000031,S92000003,d,Urological,,294,,284,
2020Q4,S08000031,S92000003,d,All Cancer Types,d,1456,,1439,
2020Q4,S08000031,SB0801,,Colorectal,,1,,1,
2020Q4,S08000031,SB0801,,Lung,,47,,47,
2020Q4,S08000031,SB0801,,All Cancer Types,d,48,,48,
2020Q4,S08000032,S08000031,,Cervical,,10,,10,
2020Q4,S08000032,S08000031,,Colorectal,,1,,0,
2020Q4,S08000032,S08000031,,Head & Neck,,15,,14,
2020Q4,S08000032,S08000031,,Lung,,15,,15,
2020Q4,S08000032,S08000031,,Lymphoma,,2,,2,
2020Q4,S08000032,S08000031,,Ovarian,,5,,5,
2020Q4,S08000032,S08000031,,Upper GI,,9,,9,
2020Q4,S08000032,S08000031,,Urological,,14,,14,
2020Q4,S08000032,S08000031,,All Cancer Types,d,71,,69,
2020Q4,S08000032,S08000032,,Breast,,97,,94,
2020Q4,S08000032,S08000032,,Cervical,,8,,8,
2020Q4,S08000032,S08000032,,Colorectal,,80,,79,
2020Q4,S08000032,S08000032,,Head & Neck,,12,,12,
2020Q4,S08000032,S08000032,,Lung,,64,,64,
2020Q4,S08000032,S08000032,,Lymphoma,,19,,19,
2020Q4,S08000032,S08000032,,Melanoma,,35,,34,
2020Q4,S08000032,S08000032,,Ovarian,,3,,3,
2020Q4,S08000032,S08000032,,Upper GI,,59,,59,
2020Q4,S08000032,S08000032,,Urological,,50,,47,
2020Q4,S08000032,S08000032,,All Cancer Types,d,427,,419,
2020Q4,S08000032,S92000003,d,Breast,,97,,94,
2020Q4,S08000032,S92000003,d,Cervical,,18,,18,
2020Q4,S08000032,S92000003,d,Colorectal,,81,,79,
2020Q4,S08000032,S92000003,d,Head & Neck,,27,,26,
2020Q4,S08000032,S92000003,d,Lung,,94,,94,
2020Q4,S08000032,S92000003,d,Lymphoma,,21,,21,
2020Q4,S08000032,S92000003,d,Melanoma,,35,,34,
2020Q4,S08000032,S92000003,d,Ovarian,,8,,8,
2020Q4,S08000032,S92000003,d,Upper GI,,68,,68,
2020Q4,S08000032,S92000003,d,Urological,,64,,61,
2020Q4,S08000032,S92000003,d,All Cancer Types,d,513,,503,
2020Q4,S08000032,SB0801,,Lung,,15,,15,
2020Q4,S08000032,SB0801,,All Cancer Types,d,15,,15,
2021Q1,S08000015,S08000015,,Breast,,109,,105,
2021Q1,S08000015,S08000015,,Cervical,,6,,6,
2021Q1,S08000015,S08000015,,Colorectal,,44,,42,
2021Q1,S08000015,S08000015,,Head & Neck,,8,,8,
2021Q1,S08000015,S08000015,,Lung,,46,,46,
2021Q1,S08000015,S08000015,,Lymphoma,,5,,5,
2021Q1,S08000015,S08000015,,Melanoma,,16,,16,
2021Q1,S08000015,S08000015,,Ovarian,,5,,5,
2021Q1,S08000015,S08000015,,Upper GI,,26,,26,
2021Q1,S08000015,S08000015,,Urological,,38,,38,
2021Q1,S08000015,S08000015,,All Cancer Types,d,303,,297,
2021Q1,S08000015,S08000017,,Breast,,3,,3,
2021Q1,S08000015,S08000017,,All Cancer Types,d,3,,3,
2021Q1,S08000015,S08000031,,Cervical,,2,,2,
2021Q1,S08000015,S08000031,,Colorectal,,5,,5,
2021Q1,S08000015,S08000031,,Head & Neck,,13,,12,
2021Q1,S08000015,S08000031,,Lung,,27,,27,
2021Q1,S08000015,S08000031,,Melanoma,,1,,1,
2021Q1,S08000015,S08000031,,Ovarian,,2,,2,
2021Q1,S08000015,S08000031,,Upper GI,,16,,16,
2021Q1,S08000015,S08000031,,Urological,,6,,6,
2021Q1,S08000015,S08000031,,All Cancer Types,d,72,,71,
2021Q1,S08000015,S92000003,d,Breast,,112,,108,
2021Q1,S08000015,S92000003,d,Cervical,,8,,8,
2021Q1,S08000015,S92000003,d,Colorectal,,49,,47,
2021Q1,S08000015,S92000003,d,Head & Neck,,21,,20,
2021Q1,S08000015,S92000003,d,Lung,,83,,83,
2021Q1,S08000015,S92000003,d,Lymphoma,,5,,5,
2021Q1,S08000015,S92000003,d,Melanoma,,17,,17,
2021Q1,S08000015,S92000003,d,Ovarian,,7,,7,
2021Q1,S08000015,S92000003,d,Upper GI,,42,,42,
2021Q1,S08000015,S92000003,d,Urological,,44,,44,
2021Q1,S08000015,S92000003,d,All Cancer Types,d,388,,381,
2021Q1,S08000015,SB0801,,Lung,,10,,10,
2021Q1,S08000015,SB0801,,All Cancer Types,d,10,,10,
2021Q1,S08000016,S08000016,,Breast,,18,,18,
2021Q1,S08000016,S08000016,,Cervical,,1,,1,
2021Q1,S08000016,S08000016,,Colorectal,,19,,19,
2021Q1,S08000016,S08000016,,Lung,,15,,15,
2021Q1,S08000016,S08000016,,Lymphoma,,6,,6,
2021Q1,S08000016,S08000016,,Melanoma,,7,,7,
2021Q1,S08000016,S08000016,,Upper GI,,2,,2,
2021Q1,S08000016,S08000016,,Urological,,13,,13,
2021Q1,S08000016,S08000016,,All Cancer Types,d,81,,81,
2021Q1,S08000016,S08000024,,Colorectal,,3,,3,
2021Q1,S08000016,S08000024,,Head & Neck,,6,,6,
2021Q1,S08000016,S08000024,,Lymphoma,,1,,1,
2021Q1,S08000016,S08000024,,Ovarian,,1,,1,
2021Q1,S08000016,S08000024,,Upper GI,,5,,5,
2021Q1,S08000016,S08000024,,Urological,,6,,6,
2021Q1,S08000016,S08000024,,All Cancer Types,d,22,,22,
2021Q1,S08000016,S92000003,d,Breast,,18,,18,
2021Q1,S08000016,S92000003,d,Cervical,,1,,1,
2021Q1,S08000016,S92000003,d,Colorectal,,22,,22,
2021Q1,S08000016,S92000003,d,Head & Neck,,6,,6,
2021Q1,S08000016,S92000003,d,Lung,,15,,15,
2021Q1,S08000016,S92000003,d,Lymphoma,,7,,7,
2021Q1,S08000016,S92000003,d,Melanoma,,7,,7,
2021Q1,S08000016,S92000003,d,Ovarian,,1,,1,
2021Q1,S08000016,S92000003,d,Upper GI,,7,,7,
2021Q1,S08000016,S92000003,d,Urological,,19,,19,
2021Q1,S08000016,S92000003,d,All Cancer Types,d,103,,103,
2021Q1,S08000017,S08000017,,Breast,,24,,24,
2021Q1,S08000017,S08000017,,Cervical,,1,,1,
2021Q1,S08000017,S08000017,,Colorectal,,31,,30,
2021Q1,S08000017,S08000017,,Head & Neck,,5,,5,
2021Q1,S08000017,S08000017,,Lung,,23,,23,
2021Q1,S08000017,S08000017,,Lymphoma,,5,,5,
2021Q1,S08000017,S08000017,,Melanoma,,5,,5,
2021Q1,S08000017,S08000017,,Ovarian,,4,,4,
2021Q1,S08000017,S08000017,,Upper GI,,20,,20,
2021Q1,S08000017,S08000017,,Urological,,45,,43,
2021Q1,S08000017,S08000017,,All Cancer Types,d,163,,160,
2021Q1,S08000017,S08000024,,Cervical,,1,,1,
2021Q1,S08000017,S08000024,,Colorectal,,1,,1,
2021Q1,S08000017,S08000024,,Head & Neck,,5,,5,
2021Q1,S08000017,S08000024,,Lung,,4,,4,
2021Q1,S08000017,S08000024,,Lymphoma,,1,,1,
2021Q1,S08000017,S08000024,,Ovarian,,2,,1,
2021Q1,S08000017,S08000024,,Upper GI,,4,,4,
2021Q1,S08000017,S08000024,,Urological,,16,,15,
2021Q1,S08000017,S08000024,,All Cancer Types,d,34,,32,
2021Q1,S08000017,S08000031,,Head & Neck,,1,,1,
2021Q1,S08000017,S08000031,,Lymphoma,,1,,1,
2021Q1,S08000017,S08000031,,All Cancer Types,d,2,,2,
2021Q1,S08000017,S92000003,d,Breast,,24,,24,
2021Q1,S08000017,S92000003,d,Cervical,,2,,2,
2021Q1,S08000017,S92000003,d,Colorectal,,32,,31,
2021Q1,S08000017,S92000003,d,Head & Neck,,11,,11,
2021Q1,S08000017,S92000003,d,Lung,,28,,28,
2021Q1,S08000017,S92000003,d,Lymphoma,,7,,7,
2021Q1,S08000017,S92000003,d,Melanoma,,5,,5,
2021Q1,S08000017,S92000003,d,Ovarian,,6,,5,
2021Q1,S08000017,S92000003,d,Upper GI,,24,,24,
2021Q1,S08000017,S92000003,d,Urological,,61,,58,
2021Q1,S08000017,S92000003,d,All Cancer Types,d,200,,195,
2021Q1,S08000017,SB0801,,Lung,,1,,1,
2021Q1,S08000017,SB0801,,All Cancer Types,d,1,,1,
2021Q1,S08000019,S08000019,,Breast,,39,,39,
2021Q1,S08000019,S08000019,,Colorectal,,48,,48,
2021Q1,S08000019,S08000019,,Head & Neck,,7,,7,
2021Q1,S08000019,S08000019,,Lung,,37,,37,
2021Q1,S08000019,S08000019,,Lymphoma,,14,,14,
2021Q1,S08000019,S08000019,,Melanoma,,7,,7,
2021Q1,S08000019,S08000019,,Ovarian,,3,,3,
2021Q1,S08000019,S08000019,,Upper GI,,36,,36,
2021Q1,S08000019,S08000019,,Urological,,76,,74,
2021Q1,S08000019,S08000019,,All Cancer Types,d,267,,265,
2021Q1,S08000019,S08000024,,Upper GI,,5,,5,
2021Q1,S08000019,S08000024,,All Cancer Types,d,5,,5,
2021Q1,S08000019,S08000031,,Breast,,1,,1,
2021Q1,S08000019,S08000031,,Cervical,,3,,3,
2021Q1,S08000019,S08000031,,Colorectal,,3,,3,
2021Q1,S08000019,S08000031,,Head & Neck,,10,,8,
2021Q1,S08000019,S08000031,,Lung,,10,,7,
2021Q1,S08000019,S08000031,,Lymphoma,,2,,2,
2021Q1,S08000019,S08000031,,Melanoma,,1,,1,
2021Q1,S08000019,S08000031,,Ovarian,,6,,6,
2021Q1,S08000019,S08000031,,Upper GI,,8,,8,
2021Q1,S08000019,S08000031,,Urological,,19,,19,
2021Q1,S08000019,S08000031,,All Cancer Types,d,63,,58,
2021Q1,S08000019,S92000003,d,Breast,,40,,40,
2021Q1,S08000019,S92000003,d,Cervical,,3,,3,
2021Q1,S08000019,S92000003,d,Colorectal,,51,,51,
2021Q1,S08000019,S92000003,d,Head & Neck,,19,,17,
2021Q1,S08000019,S92000003,d,Lung,,57,,54,
2021Q1,S08000019,S92000003,d,Lymphoma,,16,,16,
2021Q1,S08000019,S92000003,d,Melanoma,,8,,8,
2021Q1,S08000019,S92000003,d,Ovarian,,9,,9,
2021Q1,S08000019,S92000003,d,Upper GI,,49,,49,
2021Q1,S08000019,S92000003,d,Urological,,95,,93,
2021Q1,S08000019,S92000003,d,All Cancer Types,d,347,,340,
2021Q1,S08000019,SB0801,,Head & Neck,,2,,2,
2021Q1,S08000019,SB0801,,Lung,,10,,10,
2021Q1,S08000019,SB0801,,All Cancer Types,d,12,,12,
2021Q1,S08000020,S08000020,,Breast,,104,,96,
2021Q1,S08000020,S08000020,,Cervical,,7,,7,
2021Q1,S08000020,S08000020,,Colorectal,,73,,71,
2021Q1,S08000020,S08000020,,Head & Neck,,26,,26,
2021Q1,S08000020,S08000020,,Lung,,90,,90,
2021Q1,S08000020,S08000020,,Lymphoma,,31,,31,
2021Q1,S08000020,S08000020,,Melanoma,,24,,24,
2021Q1,S08000020,S08000020,,Ovarian,,18,,18,
2021Q1,S08000020,S08000020,,Upper GI,,70,,70,
2021Q1,S08000020,S08000020,,Urological,,175,,171,
2021Q1,S08000020,S08000020,,All Cancer Types,d,618,,604,
2021Q1,S08000020,S08000022,,Lung,,1,,1,
2021Q1,S08000020,S08000022,,Upper GI,,2,,2,
2021Q1,S08000020,S08000022,,All Cancer Types,d,3,,3,
2021Q1,S08000020,S08000024,,Upper GI,,1,,1,
2021Q1,S08000020,S08000024,,Urological,,1,,1,
2021Q1,S08000020,S08000024,,All Cancer Types,d,2,,2,
2021Q1,S08000020,S08000025,,Urological,,1,,1,
2021Q1,S08000020,S08000025,,All Cancer Types,d,1,,1,
2021Q1,S08000020,S92000003,d,Breast,,104,,96,
2021Q1,S08000020,S92000003,d,Cervical,,7,,7,
2021Q1,S08000020,S92000003,d,Colorectal,,73,,71,
2021Q1,S08000020,S92000003,d,Head & Neck,,26,,26,
2021Q1,S08000020,S92000003,d,Lung,,91,,91,
2021Q1,S08000020,S92000003,d,Lymphoma,,31,,31,
2021Q1,S08000020,S92000003,d,Melanoma,,24,,24,
2021Q1,S08000020,S92000003,d,Ovarian,,18,,18,
2021Q1,S08000020,S92000003,d,Upper GI,,73,,73,
2021Q1,S08000020,S92000003,d,Urological,,177,,173,
2021Q1,S08000020,S92000003,d,All Cancer Types,d,624,,610,
2021Q1,S08000022,S08000020,,Lung,,1,,1,
2021Q1,S08000022,S08000020,,Ovarian,,2,,2,
2021Q1,S08000022,S08000020,,Urological,,4,,3,
2021Q1,S08000022,S08000020,,All Cancer Types,d,7,,6,
2021Q1,S08000022,S08000022,,Breast,,59,,54,
2021Q1,S08000022,S08000022,,Colorectal,,52,,46,
2021Q1,S08000022,S08000022,,Head & Neck,,8,,8,
2021Q1,S08000022,S08000022,,Lung,,42,,40,
2021Q1,S08000022,S08000022,,Lymphoma,,15,,15,
2021Q1,S08000022,S08000022,,Melanoma,,15,,15,
2021Q1,S08000022,S08000022,,Ovarian,,6,,6,
2021Q1,S08000022,S08000022,,Upper GI,,34,,33,
2021Q1,S08000022,S08000022,,Urological,,64,,62,
2021Q1,S08000022,S08000022,,All Cancer Types,d,295,,279,
2021Q1,S08000022,S08000024,,Lymphoma,,1,,1,
2021Q1,S08000022,S08000024,,Upper GI,,2,,2,
2021Q1,S08000022,S08000024,,Urological,,3,,3,
2021Q1,S08000022,S08000024,,All Cancer Types,d,6,,6,
2021Q1,S08000022,S08000030,,Head & Neck,,1,,0,
2021Q1,S08000022,S08000030,,All Cancer Types,d,1,,0,
2021Q1,S08000022,S08000031,,Colorectal,,2,,2,
2021Q1,S08000022,S08000031,,Lung,,3,,2,
2021Q1,S08000022,S08000031,,Lymphoma,,1,,1,
2021Q1,S08000022,S08000031,,Melanoma,,2,,2,
2021Q1,S08000022,S08000031,,All Cancer Types,d,8,,7,
2021Q1,S08000022,S92000003,d,Breast,,59,,54,
2021Q1,S08000022,S92000003,d,Colorectal,,54,,48,
2021Q1,S08000022,S92000003,d,Head & Neck,,9,,8,
2021Q1,S08000022,S92000003,d,Lung,,50,,47,
2021Q1,S08000022,S92000003,d,Lymphoma,,17,,17,
2021Q1,S08000022,S92000003,d,Melanoma,,17,,17,
2021Q1,S08000022,S92000003,d,Ovarian,,8,,8,
2021Q1,S08000022,S92000003,d,Upper GI,,36,,35,
2021Q1,S08000022,S92000003,d,Urological,,71,,68,
2021Q1,S08000022,S92000003,d,All Cancer Types,d,321,,302,
2021Q1,S08000022,SB0801,,Lung,,4,,4,
2021Q1,S08000022,SB0801,,All Cancer Types,d,4,,4,
2021Q1,S08000024,S08000024,,Breast,,220,,220,
2021Q1,S08000024,S08000024,,Cervical,,10,,9,
2021Q1,S08000024,S08000024,,Colorectal,,119,,117,
2021Q1,S08000024,S08000024,,Head & Neck,,39,,39,
2021Q1,S08000024,S08000024,,Lung,,168,,167,
2021Q1,S08000024,S08000024,,Lymphoma,,34,,33,
2021Q1,S08000024,S08000024,,Melanoma,,19,,19,
2021Q1,S08000024,S08000024,,Ovarian,,14,,14,
2021Q1,S08000024,S08000024,,Upper GI,,105,,105,
2021Q1,S08000024,S08000024,,Urological,,186,,173,
2021Q1,S08000024,S08000024,,All Cancer Types,d,914,,896,
2021Q1,S08000024,S08000029,,Breast,,1,,1,
2021Q1,S08000024,S08000029,,All Cancer Types,d,1,,1,
2021Q1,S08000024,S08000031,,Urological,,1,,1,
2021Q1,S08000024,S08000031,,All Cancer Types,d,1,,1,
2021Q1,S08000024,S92000003,d,Breast,,221,,221,
2021Q1,S08000024,S92000003,d,Cervical,,10,,9,
2021Q1,S08000024,S92000003,d,Colorectal,,119,,117,
2021Q1,S08000024,S92000003,d,Head & Neck,,39,,39,
2021Q1,S08000024,S92000003,d,Lung,,168,,167,
2021Q1,S08000024,S92000003,d,Lymphoma,,34,,33,
2021Q1,S08000024,S92000003,d,Melanoma,,19,,19,
2021Q1,S08000024,S92000003,d,Ovarian,,14,,14,
2021Q1,S08000024,S92000003,d,Upper GI,,105,,105,
2021Q1,S08000024,S92000003,d,Urological,,187,,174,
2021Q1,S08000024,S92000003,d,All Cancer Types,d,916,,898,
2021Q1,S08000025,S08000020,,Colorectal,,1,,1,
2021Q1,S08000025,S08000020,,Ovarian,,1,,1,
2021Q1,S08000025,S08000020,,Upper GI,,1,,1,
2021Q1,S08000025,S08000020,,Urological,,3,,2,
2021Q1,S08000025,S08000020,,All Cancer Types,d,6,,5,
2021Q1,S08000025,S08000025,,Colorectal,,2,,2,
2021Q1,S08000025,S08000025,,Melanoma,,1,,1,
2021Q1,S08000025,S08000025,,Upper GI,,5,,5,
2021Q1,S08000025,S08000025,,All Cancer Types,d,8,,8,
2021Q1,S08000025,S92000003,d,Colorectal,,3,,3,
2021Q1,S08000025,S92000003,d,Melanoma,,1,,1,
2021Q1,S08000025,S92000003,d,Ovarian,,1,,1,
2021Q1,S08000025,S92000003,d,Upper GI,,6,,6,
2021Q1,S08000025,S92000003,d,Urological,,3,,2,
2021Q1,S08000025,S92000003,d,All Cancer Types,d,14,,13,
2021Q1,S08000026,S08000020,,Lymphoma,,1,,1,
2021Q1,S08000026,S08000020,,Upper GI,,1,,1,
2021Q1,S08000026,S08000020,,Urological,,1,,1,
2021Q1,S08000026,S08000020,,All Cancer Types,d,3,,3,
2021Q1,S08000026,S08000026,,Breast,,3,,3,
2021Q1,S08000026,S08000026,,Colorectal,,2,,2,
2021Q1,S08000026,S08000026,,Lymphoma,,1,,1,
2021Q1,S08000026,S08000026,,Upper GI,,2,,2,
2021Q1,S08000026,S08000026,,Urological,,3,,3,
2021Q1,S08000026,S08000026,,All Cancer Types,d,11,,11,
2021Q1,S08000026,S92000003,d,Breast,,3,,3,
2021Q1,S08000026,S92000003,d,Colorectal,,2,,2,
2021Q1,S08000026,S92000003,d,Lymphoma,,2,,2,
2021Q1,S08000026,S92000003,d,Upper GI,,3,,3,
2021Q1,S08000026,S92000003,d,Urological,,4,,4,
2021Q1,S08000026,S92000003,d,All Cancer Types,d,14,,14,
2021Q1,S08000028,S08000022,,Colorectal,,3,,3,
2021Q1,S08000028,S08000022,,Head & Neck,,1,,1,
2021Q1,S08000028,S08000022,,Lung,,3,,3,
2021Q1,S08000028,S08000022,,Upper GI,,2,,2,
2021Q1,S08000028,S08000022,,Urological,,3,,3,
2021Q1,S08000028,S08000022,,All Cancer Types,d,12,,12,
2021Q1,S08000028,S08000028,,Lung,,4,,4,
2021Q1,S08000028,S08000028,,Upper GI,,2,,2,
2021Q1,S08000028,S08000028,,Urological,,3,,3,
2021Q1,S08000028,S08000028,,All Cancer Types,d,9,,9,
2021Q1,S08000028,S08000031,,Cervical,,1,,1,
2021Q1,S08000028,S08000031,,Ovarian,,1,,1,
2021Q1,S08000028,S08000031,,All Cancer Types,d,2,,2,
2021Q1,S08000028,S92000003,d,Cervical,,1,,1,
2021Q1,S08000028,S92000003,d,Colorectal,,3,,3,
2021Q1,S08000028,S92000003,d,Head & Neck,,1,,1,
2021Q1,S08000028,S92000003,d,Lung,,7,,7,
2021Q1,S08000028,S92000003,d,Ovarian,,1,,1,
2021Q1,S08000028,S92000003,d,Upper GI,,4,,4,
2021Q1,S08000028,S92000003,d,Urological,,6,,6,
2021Q1,S08000028,S92000003,d,All Cancer Types,d,23,,23,
2021Q1,S08000029,S08000024,,Cervical,,2,,2,
2021Q1,S08000029,S08000024,,Colorectal,,4,,4,
2021Q1,S08000029,S08000024,,Head & Neck,,4,,3,
2021Q1,S08000029,S08000024,,Lung,,17,,17,
2021Q1,S08000029,S08000024,,Ovarian,,1,,1,
2021Q1,S08000029,S08000024,,Upper GI,,12,,12,
2021Q1,S08000029,S08000024,,Urological,,19,,19,
2021Q1,S08000029,S08000024,,All Cancer Types,d,59,,58,
2021Q1,S08000029,S08000029,,Breast,,62,,60,
2021Q1,S08000029,S08000029,,Cervical,,1,,1,
2021Q1,S08000029,S08000029,,Colorectal,,47,,47,
2021Q1,S08000029,S08000029,,Head & Neck,,8,,8,
2021Q1,S08000029,S08000029,,Lung,,37,,37,
2021Q1,S08000029,S08000029,,Lymphoma,,18,,18,
2021Q1,S08000029,S08000029,,Melanoma,,12,,12,
2021Q1,S08000029,S08000029,,Ovarian,,3,,3,
2021Q1,S08000029,S08000029,,Upper GI,,24,,24,
2021Q1,S08000029,S08000029,,Urological,,68,,67,
2021Q1,S08000029,S08000029,,All Cancer Types,d,280,,277,
2021Q1,S08000029,S08000030,,Head & Neck,,2,,2,
2021Q1,S08000029,S08000030,,Melanoma,,1,,1,
2021Q1,S08000029,S08000030,,All Cancer Types,d,3,,3,
2021Q1,S08000029,S92000003,d,Breast,,62,,60,
2021Q1,S08000029,S92000003,d,Cervical,,3,,3,
2021Q1,S08000029,S92000003,d,Colorectal,,51,,51,
2021Q1,S08000029,S92000003,d,Head & Neck,,14,,13,
2021Q1,S08000029,S92000003,d,Lung,,54,,54,
2021Q1,S08000029,S92000003,d,Lymphoma,,18,,18,
2021Q1,S08000029,S92000003,d,Melanoma,,13,,13,
2021Q1,S08000029,S92000003,d,Ovarian,,4,,4,
2021Q1,S08000029,S92000003,d,Upper GI,,36,,36,
2021Q1,S08000029,S92000003,d,Urological,,87,,86,
2021Q1,S08000029,S92000003,d,All Cancer Types,d,342,,338,
2021Q1,S08000030,S08000020,,Cervical,,1,,1,
2021Q1,S08000030,S08000020,,Lung,,2,,2,
2021Q1,S08000030,S08000020,,Upper GI,,1,,1,
2021Q1,S08000030,S08000020,,All Cancer Types,d,4,,4,
2021Q1,S08000030,S08000024,,Lung,,4,,4,
2021Q1,S08000030,S08000024,,Urological,,2,,2,
2021Q1,S08000030,S08000024,,All Cancer Types,d,6,,6,
2021Q1,S08000030,S08000030,,Breast,,91,,90,
2021Q1,S08000030,S08000030,,Cervical,,3,,3,
2021Q1,S08000030,S08000030,,Colorectal,,47,,45,
2021Q1,S08000030,S08000030,,Head & Neck,,14,,13,
2021Q1,S08000030,S08000030,,Lung,,83,,81,
2021Q1,S08000030,S08000030,,Lymphoma,,17,,17,
2021Q1,S08000030,S08000030,,Melanoma,,17,,17,
2021Q1,S08000030,S08000030,,Ovarian,,4,,4,
2021Q1,S08000030,S08000030,,Upper GI,,49,,48,
2021Q1,S08000030,S08000030,,Urological,,77,,74,
2021Q1,S08000030,S08000030,,All Cancer Types,d,402,,392,
2021Q1,S08000030,S92000003,d,Breast,,91,,90,
2021Q1,S08000030,S92000003,d,Cervical,,4,,4,
2021Q1,S08000030,S92000003,d,Colorectal,,50,,48,
2021Q1,S08000030,S92000003,d,Head & Neck,,14,,13,
2021Q1,S08000030,S92000003,d,Lung,,89,,87,
2021Q1,S08000030,S92000003,d,Lymphoma,,17,,17,
2021Q1,S08000030,S92000003,d,Melanoma,,17,,17,
2021Q1,S08000030,S92000003,d,Ovarian,,4,,4,
2021Q1,S08000030,S92000003,d,Upper GI,,50,,49,
2021Q1,S08000030,S92000003,d,Urological,,79,,76,
2021Q1,S08000030,S92000003,d,All Cancer Types,d,415,,405,
2021Q1,S08000030,SB0801,,Colorectal,,3,,3,
2021Q1,S08000030,SB0801,,All Cancer Types,d,3,,3,
2021Q1,S08000031,S08000015,,Breast,,1,,1,
2021Q1,S08000031,S08000015,,All Cancer Types,d,1,,1,
2021Q1,S08000031,S08000019,,Breast,,1,,1,
2021Q1,S08000031,S08000019,,Urological,,1,,0,
2021Q1,S08000031,S08000019,,All Cancer Types,d,2,,1,
2021Q1,S08000031,S08000022,,Breast,,1,,1,
2021Q1,S08000031,S08000022,,All Cancer Types,d,1,,1,
2021Q1,S08000031,S08000031,,Breast,,333,,326,
2021Q1,S08000031,S08000031,,Cervical,,12,,11,
2021Q1,S08000031,S08000031,,Colorectal,,176,,173,
2021Q1,S08000031,S08000031,,Head & Neck,,65,,63,
2021Q1,S08000031,S08000031,,Lung,,272,,271,
2021Q1,S08000031,S08000031,,Lymphoma,,25,,25,
2021Q1,S08000031,S08000031,,Melanoma,,78,,76,
2021Q1,S08000031,S08000031,,Ovarian,,24,,23,
2021Q1,S08000031,S08000031,,Upper GI,,137,,128,
2021Q1,S08000031,S08000031,,Urological,,302,,290,
2021Q1,S08000031,S08000031,,All Cancer Types,d,1424,,1386,
2021Q1,S08000031,S08000032,,Breast,,54,,54,
2021Q1,S08000031,S08000032,,Urological,,1,,1,
2021Q1,S08000031,S08000032,,All Cancer Types,d,55,,55,
2021Q1,S08000031,S92000003,d,Breast,,392,,385,
2021Q1,S08000031,S92000003,d,Cervical,,12,,11,
2021Q1,S08000031,S92000003,d,Colorectal,,178,,175,
2021Q1,S08000031,S92000003,d,Head & Neck,,65,,63,
2021Q1,S08000031,S92000003,d,Lung,,325,,324,
2021Q1,S08000031,S92000003,d,Lymphoma,,26,,26,
2021Q1,S08000031,S92000003,d,Melanoma,,79,,77,
2021Q1,S08000031,S92000003,d,Ovarian,,24,,23,
2021Q1,S08000031,S92000003,d,Upper GI,,137,,128,
2021Q1,S08000031,S92000003,d,Urological,,304,,291,
