Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2019Q2,S08000019,,S08000031,Ovarian,,1,,1,
2019Q2,S08000019,,S08000031,Upper GI,,4,,4,
2019Q2,S08000019,,S08000031,Urological,,7,,2,
2019Q2,S08000019,,S08000031,All Cancer Types,d,25,,17,
2019Q2,S08000019,,S08000032,Head & Neck,,1,,1,
2019Q2,S08000019,,S08000032,All Cancer Types,d,1,,1,
2019Q2,S08000019,,SB0801,Lung,,6,,2,
2019Q2,S08000019,,SB0801,All Cancer Types,d,6,,2,
2019Q2,S08000020,,S08000020,Breast,,94,,91,
2019Q2,S08000020,,S08000020,Cervical,,4,,1,
2019Q2,S08000020,,S08000020,Colorectal,,61,,43,
2019Q2,S08000020,,S08000020,Head & Neck,,10,,9,
2019Q2,S08000020,,S08000020,Lung,,66,,64,
2019Q2,S08000020,,S08000020,Lymphoma,,6,,4,
2019Q2,S08000020,,S08000020,Melanoma,,15,,11,
2019Q2,S08000020,,S08000020,Ovarian,,5,,5,
2019Q2,S08000020,,S08000020,Upper GI,,51,,51,
2019Q2,S08000020,,S08000020,Urological,,96,,75,
2019Q2,S08000020,,S08000020,All Cancer Types,d,408,,354,
2019Q2,S08000022,,S08000020,Lung,,1,,1,
2019Q2,S08000022,,S08000020,Ovarian,,2,,1,
2019Q2,S08000022,,S08000020,Urological,,1,,0,
2019Q2,S08000022,,S08000020,All Cancer Types,d,4,,2,
2019Q2,S08000022,,S08000022,Breast,,60,,60,
2019Q2,S08000022,,S08000022,Cervical,,4,,3,
2019Q2,S08000022,,S08000022,Colorectal,,38,,26,
2019Q2,S08000022,,S08000022,Head & Neck,,1,,1,
2019Q2,S08000022,,S08000022,Lung,,32,,32,
2019Q2,S08000022,,S08000022,Lymphoma,,11,,11,
2019Q2,S08000022,,S08000022,Melanoma,,11,,9,
2019Q2,S08000022,,S08000022,Ovarian,,2,,2,
2019Q2,S08000022,,S08000022,Upper GI,,19,,18,
2019Q2,S08000022,,S08000022,Urological,,34,,16,
2019Q2,S08000022,,S08000022,All Cancer Types,d,212,,178,
2019Q2,S08000022,,S08000024,Urological,,1,,0,
2019Q2,S08000022,,S08000024,All Cancer Types,d,1,,0,
2019Q2,S08000022,,S08000030,Head & Neck,,1,,1,
2019Q2,S08000022,,S08000030,All Cancer Types,d,1,,1,
2019Q2,S08000022,,SB0801,Lung,,4,,3,
2019Q2,S08000022,,SB0801,All Cancer Types,d,4,,3,
2019Q2,S08000024,,S08000019,Breast,,1,,1,
2019Q2,S08000024,,S08000019,All Cancer Types,d,1,,1,
2019Q2,S08000024,,S08000024,Breast,,190,,175,
2019Q2,S08000024,,S08000024,Cervical,,6,,2,
2019Q2,S08000024,,S08000024,Colorectal,,79,,27,
2019Q2,S08000024,,S08000024,Head & Neck,,23,,22,
2019Q2,S08000024,,S08000024,Lung,,57,,49,
2019Q2,S08000024,,S08000024,Lymphoma,,8,,6,
2019Q2,S08000024,,S08000024,Melanoma,,43,,33,
2019Q2,S08000024,,S08000024,Ovarian,,10,,5,
2019Q2,S08000024,,S08000024,Upper GI,,64,,62,
2019Q2,S08000024,,S08000024,Urological,,106,,52,
2019Q2,S08000024,,S08000024,All Cancer Types,d,586,,433,
2019Q2,S08000024,,S08000029,Breast,,4,,4,
2019Q2,S08000024,,S08000029,All Cancer Types,d,4,,4,
2019Q2,S08000025,,S08000020,Lung,,1,,1,
2019Q2,S08000025,,S08000020,Lymphoma,,1,,1,
2019Q2,S08000025,,S08000020,Upper GI,,1,,1,
2019Q2,S08000025,,S08000020,All Cancer Types,d,3,,3,
2019Q2,S08000025,,S08000025,Colorectal,,2,,2,
2019Q2,S08000025,,S08000025,Lung,,1,,1,
2019Q2,S08000025,,S08000025,All Cancer Types,d,3,,3,
2019Q2,S08000026,,S08000020,Lung,,1,,1,
2019Q2,S08000026,,S08000020,All Cancer Types,d,1,,1,
2019Q2,S08000026,,S08000026,Breast,,2,,2,
2019Q2,S08000026,,S08000026,Colorectal,,3,,3,
2019Q2,S08000026,,S08000026,Urological,,7,,6,
2019Q2,S08000026,,S08000026,All Cancer Types,d,12,,11,
2019Q2,S08000028,,S08000020,Urological,,1,,1,
2019Q2,S08000028,,S08000020,All Cancer Types,d,1,,1,
2019Q2,S08000028,,S08000022,Colorectal,,3,,2,
2019Q2,S08000028,,S08000022,Head & Neck,,1,,1,
2019Q2,S08000028,,S08000022,Lung,,1,,1,
2019Q2,S08000028,,S08000022,Upper GI,,1,,1,
2019Q2,S08000028,,S08000022,All Cancer Types,d,6,,5,
2019Q2,S08000028,,S08000028,Colorectal,,3,,2,
2019Q2,S08000028,,S08000028,Lung,,1,,1,
2019Q2,S08000028,,S08000028,Upper GI,,2,,2,
2019Q2,S08000028,,S08000028,All Cancer Types,d,6,,5,
2019Q2,S08000028,,S08000031,Colorectal,,1,,1,
2019Q2,S08000028,,S08000031,Ovarian,,1,,1,
2019Q2,S08000028,,S08000031,All Cancer Types,d,2,,2,
2019Q2,S08000029,,S08000024,Breast,,1,,0,
2019Q2,S08000029,,S08000024,Colorectal,,4,,3,
2019Q2,S08000029,,S08000024,Head & Neck,,4,,3,
2019Q2,S08000029,,S08000024,Lung,,16,,13,
2019Q2,S08000029,,S08000024,Upper GI,,4,,3,
2019Q2,S08000029,,S08000024,Urological,,5,,0,
2019Q2,S08000029,,S08000024,All Cancer Types,d,34,,22,
2019Q2,S08000029,,S08000029,Breast,,38,,32,
2019Q2,S08000029,,S08000029,Cervical,,5,,4,
2019Q2,S08000029,,S08000029,Colorectal,,48,,47,
2019Q2,S08000029,,S08000029,Lung,,49,,48,
2019Q2,S08000029,,S08000029,Lymphoma,,4,,3,
2019Q2,S08000029,,S08000029,Melanoma,,9,,8,
2019Q2,S08000029,,S08000029,Ovarian,,7,,7,
2019Q2,S08000029,,S08000029,Upper GI,,23,,23,
2019Q2,S08000029,,S08000029,Urological,,38,,25,
2019Q2,S08000029,,S08000029,All Cancer Types,d,221,,197,
2019Q2,S08000029,,S08000030,Head & Neck,,4,,2,
2019Q2,S08000029,,S08000030,Lung,,1,,1,
2019Q2,S08000029,,S08000030,All Cancer Types,d,5,,3,
2019Q2,S08000030,,S08000020,Cervical,,1,,1,
2019Q2,S08000030,,S08000020,Lung,,1,,1,
2019Q2,S08000030,,S08000020,All Cancer Types,d,2,,2,
2019Q2,S08000030,,S08000024,Lung,,4,,3,
2019Q2,S08000030,,S08000024,All Cancer Types,d,4,,3,
2019Q2,S08000030,,S08000030,Breast,,56,,53,
2019Q2,S08000030,,S08000030,Cervical,,4,,3,
2019Q2,S08000030,,S08000030,Colorectal,,33,,28,
2019Q2,S08000030,,S08000030,Head & Neck,,6,,6,
2019Q2,S08000030,,S08000030,Lung,,44,,35,
2019Q2,S08000030,,S08000030,Melanoma,,5,,5,
2019Q2,S08000030,,S08000030,Ovarian,,1,,1,
2019Q2,S08000030,,S08000030,Upper GI,,24,,24,
2019Q2,S08000030,,S08000030,Urological,,31,,29,
2019Q2,S08000030,,S08000030,All Cancer Types,d,204,,184,
2019Q2,S08000030,,S08000032,Urological,,1,,0,
2019Q2,S08000030,,S08000032,All Cancer Types,d,1,,0,
2019Q2,S08000031,,S08000024,Upper GI,,1,,1,
2019Q2,S08000031,,S08000024,Urological,,1,,1,
2019Q2,S08000031,,S08000024,All Cancer Types,d,2,,2,
2019Q2,S08000031,,S08000031,Breast,,296,,245,
2019Q2,S08000031,,S08000031,Cervical,,8,,7,
2019Q2,S08000031,,S08000031,Colorectal,,133,,73,
2019Q2,S08000031,,S08000031,Head & Neck,,60,,48,
2019Q2,S08000031,,S08000031,Lung,,137,,120,
2019Q2,S08000031,,S08000031,Lymphoma,,31,,29,
2019Q2,S08000031,,S08000031,Melanoma,,33,,32,
2019Q2,S08000031,,S08000031,Ovarian,,26,,20,
2019Q2,S08000031,,S08000031,Upper GI,,95,,83,
2019Q2,S08000031,,S08000031,Urological,,185,,110,
2019Q2,S08000031,,S08000031,All Cancer Types,d,1004,,767,
2019Q2,S08000031,,S08000032,Breast,,44,,44,
2019Q2,S08000031,,S08000032,All Cancer Types,d,44,,44,
2019Q2,S08000031,,SB0801,Lung,,36,,19,
2019Q2,S08000031,,SB0801,All Cancer Types,d,36,,19,
2019Q2,S08000032,,S08000031,Breast,,3,,3,
2019Q2,S08000032,,S08000031,Cervical,,2,,1,
2019Q2,S08000032,,S08000031,Colorectal,,5,,3,
2019Q2,S08000032,,S08000031,Head & Neck,,4,,4,
2019Q2,S08000032,,S08000031,Lung,,13,,12,
2019Q2,S08000032,,S08000031,Lymphoma,,1,,1,
2019Q2,S08000032,,S08000031,Ovarian,,11,,7,
2019Q2,S08000032,,S08000031,Upper GI,,9,,9,
2019Q2,S08000032,,S08000031,Urological,,4,,3,
2019Q2,S08000032,,S08000031,All Cancer Types,d,52,,43,
2019Q2,S08000032,,S08000032,Breast,,59,,59,
2019Q2,S08000032,,S08000032,Cervical,,2,,2,
2019Q2,S08000032,,S08000032,Colorectal,,65,,63,
2019Q2,S08000032,,S08000032,Head & Neck,,15,,14,
2019Q2,S08000032,,S08000032,Lung,,54,,54,
2019Q2,S08000032,,S08000032,Lymphoma,,8,,8,
2019Q2,S08000032,,S08000032,Melanoma,,27,,27,
2019Q2,S08000032,,S08000032,Ovarian,,2,,2,
2019Q2,S08000032,,S08000032,Upper GI,,22,,22,
2019Q2,S08000032,,S08000032,Urological,,51,,47,
2019Q2,S08000032,,S08000032,All Cancer Types,d,305,,298,
2019Q2,S08000032,,SB0801,Lung,,10,,8,
2019Q2,S08000032,,SB0801,All Cancer Types,d,10,,8,
2019Q2,S92000003,d,S08000015,Breast,,84,,65,
2019Q2,S92000003,d,S08000015,Cervical,,1,,1,
2019Q2,S92000003,d,S08000015,Colorectal,,43,,26,
2019Q2,S92000003,d,S08000015,Head & Neck,,4,,3,
2019Q2,S92000003,d,S08000015,Lung,,34,,32,
2019Q2,S92000003,d,S08000015,Lymphoma,,3,,3,
2019Q2,S92000003,d,S08000015,Melanoma,,14,,12,
2019Q2,S92000003,d,S08000015,Ovarian,,5,,5,
2019Q2,S92000003,d,S08000015,Upper GI,,21,,18,
2019Q2,S92000003,d,S08000015,Urological,,53,,53,
2019Q2,S92000003,d,S08000015,All Cancer Types,d,262,,218,
2019Q2,S92000003,d,S08000016,Breast,,11,,11,
2019Q2,S92000003,d,S08000016,Cervical,,3,,3,
2019Q2,S92000003,d,S08000016,Colorectal,,14,,13,
2019Q2,S92000003,d,S08000016,Head & Neck,,2,,2,
2019Q2,S92000003,d,S08000016,Lung,,8,,8,
2019Q2,S92000003,d,S08000016,Lymphoma,,4,,4,
2019Q2,S92000003,d,S08000016,Melanoma,,3,,3,
2019Q2,S92000003,d,S08000016,Ovarian,,2,,2,
2019Q2,S92000003,d,S08000016,Upper GI,,13,,13,
2019Q2,S92000003,d,S08000016,Urological,,7,,7,
2019Q2,S92000003,d,S08000016,All Cancer Types,d,67,,66,
2019Q2,S92000003,d,S08000017,Breast,,17,,17,
2019Q2,S92000003,d,S08000017,Cervical,,3,,3,
2019Q2,S92000003,d,S08000017,Colorectal,,22,,20,
2019Q2,S92000003,d,S08000017,Head & Neck,,3,,3,
2019Q2,S92000003,d,S08000017,Lung,,11,,10,
2019Q2,S92000003,d,S08000017,Lymphoma,,7,,7,
2019Q2,S92000003,d,S08000017,Melanoma,,2,,2,
2019Q2,S92000003,d,S08000017,Ovarian,,6,,6,
2019Q2,S92000003,d,S08000017,Upper GI,,14,,14,
2019Q2,S92000003,d,S08000017,Urological,,11,,8,
2019Q2,S92000003,d,S08000017,All Cancer Types,d,96,,90,
2019Q2,S92000003,d,S08000019,Breast,,45,,45,
2019Q2,S92000003,d,S08000019,Cervical,,2,,2,
2019Q2,S92000003,d,S08000019,Colorectal,,35,,22,
2019Q2,S92000003,d,S08000019,Head & Neck,,3,,3,
2019Q2,S92000003,d,S08000019,Lung,,36,,34,
2019Q2,S92000003,d,S08000019,Lymphoma,,3,,3,
2019Q2,S92000003,d,S08000019,Melanoma,,9,,8,
2019Q2,S92000003,d,S08000019,Upper GI,,17,,16,
2019Q2,S92000003,d,S08000019,Urological,,50,,39,
2019Q2,S92000003,d,S08000019,All Cancer Types,d,200,,172,
2019Q2,S92000003,d,S08000020,Breast,,94,,91,
2019Q2,S92000003,d,S08000020,Cervical,,5,,2,
2019Q2,S92000003,d,S08000020,Colorectal,,61,,43,
2019Q2,S92000003,d,S08000020,Head & Neck,,10,,9,
2019Q2,S92000003,d,S08000020,Lung,,70,,68,
2019Q2,S92000003,d,S08000020,Lymphoma,,7,,5,
2019Q2,S92000003,d,S08000020,Melanoma,,15,,11,
2019Q2,S92000003,d,S08000020,Ovarian,,7,,6,
2019Q2,S92000003,d,S08000020,Upper GI,,52,,52,
2019Q2,S92000003,d,S08000020,Urological,,98,,76,
2019Q2,S92000003,d,S08000020,All Cancer Types,d,419,,363,
2019Q2,S92000003,d,S08000022,Breast,,60,,60,
2019Q2,S92000003,d,S08000022,Cervical,,4,,3,
2019Q2,S92000003,d,S08000022,Colorectal,,41,,28,
2019Q2,S92000003,d,S08000022,Head & Neck,,2,,2,
2019Q2,S92000003,d,S08000022,Lung,,33,,33,
2019Q2,S92000003,d,S08000022,Lymphoma,,11,,11,
2019Q2,S92000003,d,S08000022,Melanoma,,11,,9,
2019Q2,S92000003,d,S08000022,Ovarian,,2,,2,
2019Q2,S92000003,d,S08000022,Upper GI,,20,,19,
2019Q2,S92000003,d,S08000022,Urological,,34,,16,
2019Q2,S92000003,d,S08000022,All Cancer Types,d,218,,183,
2019Q2,S92000003,d,S08000024,Breast,,191,,175,
2019Q2,S92000003,d,S08000024,Cervical,,7,,2,
2019Q2,S92000003,d,S08000024,Colorectal,,84,,31,
2019Q2,S92000003,d,S08000024,Head & Neck,,30,,28,
2019Q2,S92000003,d,S08000024,Lung,,86,,74,
2019Q2,S92000003,d,S08000024,Lymphoma,,8,,6,
2019Q2,S92000003,d,S08000024,Melanoma,,43,,33,
2019Q2,S92000003,d,S08000024,Ovarian,,13,,7,
2019Q2,S92000003,d,S08000024,Upper GI,,77,,74,
2019Q2,S92000003,d,S08000024,Urological,,118,,54,
2019Q2,S92000003,d,S08000024,All Cancer Types,d,657,,484,
2019Q2,S92000003,d,S08000025,Colorectal,,2,,2,
2019Q2,S92000003,d,S08000025,Lung,,1,,1,
2019Q2,S92000003,d,S08000025,All Cancer Types,d,3,,3,
2019Q2,S92000003,d,S08000026,Breast,,2,,2,
2019Q2,S92000003,d,S08000026,Colorectal,,3,,3,
2019Q2,S92000003,d,S08000026,Urological,,7,,6,
2019Q2,S92000003,d,S08000026,All Cancer Types,d,12,,11,
2019Q2,S92000003,d,S08000028,Colorectal,,3,,2,
2019Q2,S92000003,d,S08000028,Lung,,1,,1,
2019Q2,S92000003,d,S08000028,Upper GI,,2,,2,
2019Q2,S92000003,d,S08000028,All Cancer Types,d,6,,5,
2019Q2,S92000003,d,S08000029,Breast,,42,,36,
2019Q2,S92000003,d,S08000029,Cervical,,5,,4,
2019Q2,S92000003,d,S08000029,Colorectal,,48,,47,
2019Q2,S92000003,d,S08000029,Lung,,49,,48,
2019Q2,S92000003,d,S08000029,Lymphoma,,4,,3,
2019Q2,S92000003,d,S08000029,Melanoma,,9,,8,
2019Q2,S92000003,d,S08000029,Ovarian,,7,,7,
2019Q2,S92000003,d,S08000029,Upper GI,,23,,23,
2019Q2,S92000003,d,S08000029,Urological,,38,,25,
2019Q2,S92000003,d,S08000029,All Cancer Types,d,225,,201,
2019Q2,S92000003,d,S08000030,Breast,,56,,53,
2019Q2,S92000003,d,S08000030,Cervical,,4,,3,
2019Q2,S92000003,d,S08000030,Colorectal,,33,,28,
2019Q2,S92000003,d,S08000030,Head & Neck,,11,,9,
2019Q2,S92000003,d,S08000030,Lung,,45,,36,
2019Q2,S92000003,d,S08000030,Melanoma,,5,,5,
2019Q2,S92000003,d,S08000030,Ovarian,,1,,1,
2019Q2,S92000003,d,S08000030,Upper GI,,24,,24,
2019Q2,S92000003,d,S08000030,Urological,,31,,29,
2019Q2,S92000003,d,S08000030,All Cancer Types,d,210,,188,
2019Q2,S92000003,d,S08000031,Breast,,302,,251,
2019Q2,S92000003,d,S08000031,Cervical,,12,,8,
2019Q2,S92000003,d,S08000031,Colorectal,,140,,77,
2019Q2,S92000003,d,S08000031,Head & Neck,,74,,58,
2019Q2,S92000003,d,S08000031,Lung,,163,,142,
2019Q2,S92000003,d,S08000031,Lymphoma,,34,,32,
2019Q2,S92000003,d,S08000031,Melanoma,,34,,33,
2019Q2,S92000003,d,S08000031,Ovarian,,44,,33,
2019Q2,S92000003,d,S08000031,Upper GI,,116,,101,
2019Q2,S92000003,d,S08000031,Urological,,202,,121,
2019Q2,S92000003,d,S08000031,All Cancer Types,d,1121,,856,
2019Q2,S92000003,d,S08000032,Breast,,103,,103,
2019Q2,S92000003,d,S08000032,Cervical,,2,,2,
2019Q2,S92000003,d,S08000032,Colorectal,,65,,63,
2019Q2,S92000003,d,S08000032,Head & Neck,,16,,15,
2019Q2,S92000003,d,S08000032,Lung,,54,,54,
2019Q2,S92000003,d,S08000032,Lymphoma,,8,,8,
2019Q2,S92000003,d,S08000032,Melanoma,,27,,27,
2019Q2,S92000003,d,S08000032,Ovarian,,2,,2,
2019Q2,S92000003,d,S08000032,Upper GI,,22,,22,
2019Q2,S92000003,d,S08000032,Urological,,52,,47,
2019Q2,S92000003,d,S08000032,All Cancer Types,d,351,,343,
2019Q2,S92000003,d,SB0801,Lung,,60,,36,
2019Q2,S92000003,d,SB0801,All Cancer Types,d,60,,36,
2019Q3,S08000015,,S08000015,Breast,,92,,85,
2019Q3,S08000015,,S08000015,Cervical,,1,,1,
2019Q3,S08000015,,S08000015,Colorectal,,51,,36,
2019Q3,S08000015,,S08000015,Head & Neck,,9,,8,
2019Q3,S08000015,,S08000015,Lung,,45,,45,
2019Q3,S08000015,,S08000015,Lymphoma,,7,,5,
2019Q3,S08000015,,S08000015,Melanoma,,7,,6,
2019Q3,S08000015,,S08000015,Ovarian,,2,,2,
2019Q3,S08000015,,S08000015,Upper GI,,27,,23,
2019Q3,S08000015,,S08000015,Urological,,25,,25,
2019Q3,S08000015,,S08000015,All Cancer Types,d,266,,236,
2019Q3,S08000015,,S08000017,Breast,,2,,2,
2019Q3,S08000015,,S08000017,All Cancer Types,d,2,,2,
2019Q3,S08000015,,S08000031,Breast,,2,,1,
2019Q3,S08000015,,S08000031,Cervical,,1,,0,
2019Q3,S08000015,,S08000031,Colorectal,,3,,1,
2019Q3,S08000015,,S08000031,Head & Neck,,5,,4,
2019Q3,S08000015,,S08000031,Lung,,9,,9,
2019Q3,S08000015,,S08000031,Ovarian,,3,,2,
2019Q3,S08000015,,S08000031,Upper GI,,9,,6,
2019Q3,S08000015,,S08000031,Urological,,3,,3,
2019Q3,S08000015,,S08000031,All Cancer Types,d,35,,26,
2019Q3,S08000015,,SB0801,Lung,,7,,4,
2019Q3,S08000015,,SB0801,All Cancer Types,d,7,,4,
2019Q3,S08000016,,S08000016,Breast,,13,,9,
2019Q3,S08000016,,S08000016,Colorectal,,12,,11,
2019Q3,S08000016,,S08000016,Lung,,15,,15,
2019Q3,S08000016,,S08000016,Lymphoma,,2,,2,
2019Q3,S08000016,,S08000016,Melanoma,,2,,2,
2019Q3,S08000016,,S08000016,Upper GI,,19,,19,
2019Q3,S08000016,,S08000016,Urological,,7,,6,
2019Q3,S08000016,,S08000016,All Cancer Types,d,70,,64,
2019Q3,S08000016,,S08000024,Cervical,,1,,1,
2019Q3,S08000016,,S08000024,Colorectal,,1,,1,
2019Q3,S08000016,,S08000024,Head & Neck,,4,,4,
2019Q3,S08000016,,S08000024,Lung,,5,,5,
2019Q3,S08000016,,S08000024,Lymphoma,,1,,1,
2019Q3,S08000016,,S08000024,Ovarian,,2,,2,
2019Q3,S08000016,,S08000024,Upper GI,,2,,2,
2019Q3,S08000016,,S08000024,Urological,,3,,1,
2019Q3,S08000016,,S08000024,All Cancer Types,d,19,,17,
2019Q3,S08000017,,S08000017,Breast,,13,,13,
2019Q3,S08000017,,S08000017,Cervical,,1,,1,
2019Q3,S08000017,,S08000017,Colorectal,,12,,11,
2019Q3,S08000017,,S08000017,Head & Neck,,1,,1,
2019Q3,S08000017,,S08000017,Lung,,17,,17,
2019Q3,S08000017,,S08000017,Lymphoma,,4,,4,
2019Q3,S08000017,,S08000017,Melanoma,,2,,2,
2019Q3,S08000017,,S08000017,Ovarian,,3,,3,
2019Q3,S08000017,,S08000017,Upper GI,,16,,16,
2019Q3,S08000017,,S08000017,Urological,,15,,14,
2019Q3,S08000017,,S08000017,All Cancer Types,d,84,,82,
2019Q3,S08000017,,S08000024,Cervical,,2,,1,
2019Q3,S08000017,,S08000024,Head & Neck,,5,,5,
2019Q3,S08000017,,S08000024,Lung,,4,,4,
2019Q3,S08000017,,S08000024,Ovarian,,1,,1,
2019Q3,S08000017,,S08000024,Upper GI,,2,,2,
2019Q3,S08000017,,S08000024,Urological,,5,,2,
2019Q3,S08000017,,S08000024,All Cancer Types,d,19,,15,
2019Q3,S08000017,,SB0801,Lung,,3,,3,
2019Q3,S08000017,,SB0801,All Cancer Types,d,3,,3,
2019Q3,S08000019,,S08000019,Breast,,42,,42,
2019Q3,S08000019,,S08000019,Colorectal,,33,,27,
2019Q3,S08000019,,S08000019,Head & Neck,,1,,1,
2019Q3,S08000019,,S08000019,Lung,,36,,33,
2019Q3,S08000019,,S08000019,Lymphoma,,10,,8,
2019Q3,S08000019,,S08000019,Melanoma,,12,,7,
2019Q3,S08000019,,S08000019,Upper GI,,16,,14,
2019Q3,S08000019,,S08000019,Urological,,48,,38,
2019Q3,S08000019,,S08000019,All Cancer Types,d,198,,170,
2019Q3,S08000019,,S08000024,Urological,,1,,1,
2019Q3,S08000019,,S08000024,All Cancer Types,d,1,,1,
2019Q3,S08000019,,S08000031,Breast,,1,,1,
2019Q3,S08000019,,S08000031,Cervical,,1,,1,
2019Q3,S08000019,,S08000031,Colorectal,,2,,2,
2019Q3,S08000019,,S08000031,Head & Neck,,4,,3,
2019Q3,S08000019,,S08000031,Lung,,11,,7,
2019Q3,S08000019,,S08000031,Lymphoma,,1,,0,
2019Q3,S08000019,,S08000031,Melanoma,,1,,1,
2019Q3,S08000019,,S08000031,Ovarian,,1,,1,
2019Q3,S08000019,,S08000031,Upper GI,,3,,3,
2019Q3,S08000019,,S08000031,Urological,,15,,4,
2019Q3,S08000019,,S08000031,All Cancer Types,d,40,,23,
2019Q3,S08000019,,S08000032,Head & Neck,,1,,0,
2019Q3,S08000019,,S08000032,All Cancer Types,d,1,,0,
2019Q3,S08000019,,SB0801,Lung,,6,,1,
2019Q3,S08000019,,SB0801,All Cancer Types,d,6,,1,
2019Q3,S08000020,,S08000020,Breast,,94,,89,
2019Q3,S08000020,,S08000020,Cervical,,5,,2,
2019Q3,S08000020,,S08000020,Colorectal,,63,,41,
2019Q3,S08000020,,S08000020,Head & Neck,,8,,8,
2019Q3,S08000020,,S08000020,Lung,,70,,61,
2019Q3,S08000020,,S08000020,Lymphoma,,8,,4,
2019Q3,S08000020,,S08000020,Melanoma,,16,,6,
2019Q3,S08000020,,S08000020,Ovarian,,9,,5,
2019Q3,S08000020,,S08000020,Upper GI,,58,,57,
2019Q3,S08000020,,S08000020,Urological,,68,,44,
2019Q3,S08000020,,S08000020,All Cancer Types,d,399,,317,
2019Q3,S08000020,,S08000022,Colorectal,,1,,0,
2019Q3,S08000020,,S08000022,Upper GI,,1,,1,
2019Q3,S08000020,,S08000022,All Cancer Types,d,2,,1,
2019Q3,S08000020,,S08000025,Breast,,1,,1,
2019Q3,S08000020,,S08000025,All Cancer Types,d,1,,1,
2019Q3,S08000020,,S08000026,Breast,,6,,6,
2019Q3,S08000020,,S08000026,All Cancer Types,d,6,,6,
2019Q3,S08000022,,S08000020,Lung,,1,,1,
2019Q3,S08000022,,S08000020,Ovarian,,1,,1,
2019Q3,S08000022,,S08000020,Urological,,2,,0,
2019Q3,S08000022,,S08000020,All Cancer Types,d,4,,2,
2019Q3,S08000022,,S08000022,Breast,,56,,56,
2019Q3,S08000022,,S08000022,Cervical,,2,,1,
2019Q3,S08000022,,S08000022,Colorectal,,42,,23,
2019Q3,S08000022,,S08000022,Head & Neck,,6,,5,
2019Q3,S08000022,,S08000022,Lung,,31,,30,
2019Q3,S08000022,,S08000022,Lymphoma,,9,,8,
2019Q3,S08000022,,S08000022,Melanoma,,12,,9,
2019Q3,S08000022,,S08000022,Ovarian,,3,,2,
2019Q3,S08000022,,S08000022,Upper GI,,25,,23,
2019Q3,S08000022,,S08000022,Urological,,34,,15,
2019Q3,S08000022,,S08000022,All Cancer Types,d,220,,172,
2019Q3,S08000022,,S08000024,Upper GI,,1,,1,
2019Q3,S08000022,,S08000024,All Cancer Types,d,1,,1,
2019Q3,S08000022,,S08000030,Head & Neck,,4,,4,
2019Q3,S08000022,,S08000030,All Cancer Types,d,4,,4,
2019Q3,S08000022,,S08000031,Lung,,1,,1,
2019Q3,S08000022,,S08000031,All Cancer Types,d,1,,1,
2019Q3,S08000022,,SB0801,Lung,,2,,2,
2019Q3,S08000022,,SB0801,All Cancer Types,d,2,,2,
2019Q3,S08000024,,S08000019,Breast,,3,,2,
2019Q3,S08000024,,S08000019,All Cancer Types,d,3,,2,
2019Q3,S08000024,,S08000024,Breast,,159,,147,
2019Q3,S08000024,,S08000024,Cervical,,11,,10,
2019Q3,S08000024,,S08000024,Colorectal,,85,,36,
2019Q3,S08000024,,S08000024,Head & Neck,,34,,29,
2019Q3,S08000024,,S08000024,Lung,,62,,54,
2019Q3,S08000024,,S08000024,Lymphoma,,15,,13,
2019Q3,S08000024,,S08000024,Melanoma,,65,,63,
2019Q3,S08000024,,S08000024,Ovarian,,8,,7,
2019Q3,S08000024,,S08000024,Upper GI,,62,,58,
2019Q3,S08000024,,S08000024,Urological,,101,,56,
2019Q3,S08000024,,S08000024,All Cancer Types,d,602,,473,
2019Q3,S08000024,,S08000029,Breast,,11,,10,
2019Q3,S08000024,,S08000029,All Cancer Types,d,11,,10,
2019Q3,S08000025,,S08000020,Colorectal,,1,,1,
2019Q3,S08000025,,S08000020,Urological,,1,,1,
2019Q3,S08000025,,S08000020,All Cancer Types,d,2,,2,
2019Q3,S08000025,,S08000025,Colorectal,,1,,0,
2019Q3,S08000025,,S08000025,Lung,,1,,1,
2019Q3,S08000025,,S08000025,Ovarian,,1,,1,
2019Q3,S08000025,,S08000025,All Cancer Types,d,3,,2,
2019Q3,S08000025,,S08000026,Urological,,1,,1,
2019Q3,S08000025,,S08000026,All Cancer Types,d,1,,1,
2019Q3,S08000026,,S08000020,Colorectal,,1,,0,
2019Q3,S08000026,,S08000020,Ovarian,,2,,2,
2019Q3,S08000026,,S08000020,Upper GI,,2,,2,
2019Q3,S08000026,,S08000020,All Cancer Types,d,5,,4,
2019Q3,S08000026,,S08000026,Colorectal,,4,,4,
2019Q3,S08000026,,S08000026,Lung,,1,,1,
2019Q3,S08000026,,S08000026,Upper GI,,3,,3,
2019Q3,S08000026,,S08000026,Urological,,3,,3,
2019Q3,S08000026,,S08000026,All Cancer Types,d,11,,11,
2019Q3,S08000028,,S08000020,Urological,,1,,0,
2019Q3,S08000028,,S08000020,All Cancer Types,d,1,,0,
2019Q3,S08000028,,S08000022,Colorectal,,4,,3,
2019Q3,S08000028,,S08000022,Lung,,2,,2,
2019Q3,S08000028,,S08000022,Lymphoma,,1,,1,
2019Q3,S08000028,,S08000022,Upper GI,,2,,1,
