"MonthEnding","HBT","DiagnosticTestType","DiagnosticTestDescription","NumberOnList","NumberOnListQF","NumberWaitingOverFourWeeks","NumberWaitingOverFourWeeksQF","NumberWaitingOverSixWeeks","NumberWaitingOverSixWeeksQF"
"20140430","S08000032","Endoscopy","Colonoscopy",1199,"",95,"",0,""
"20140531","S08000032","Endoscopy","Colonoscopy",1258,"",125,"",0,""
"20140630","S08000032","Endoscopy","Colonoscopy",1220,"",120,"",1,""
"20140731","S08000032","Endoscopy","Colonoscopy",1172,"",85,"",0,""
"20140831","S08000032","Endoscopy","Colonoscopy",1232,"",124,"",0,""
"20140930","S08000032","Endoscopy","Colonoscopy",1237,"",131,"",1,""
"20141031","S08000032","Endoscopy","Colonoscopy",1368,"",173,"",15,""
"20141130","S08000032","Endoscopy","Colonoscopy",1413,"",260,"",21,""
"20141231","S08000032","Endoscopy","Colonoscopy",1476,"",290,"",31,""
"20150131","S08000032","Endoscopy","Colonoscopy",1561,"",325,"",98,""
"20150228","S08000032","Endoscopy","Colonoscopy",1518,"",266,"",54,""
"20150331","S08000032","Endoscopy","Colonoscopy",1646,"",499,"",205,""
"20150430","S08000032","Endoscopy","Colonoscopy",1696,"",548,"",134,""
"20150531","S08000032","Endoscopy","Colonoscopy",1566,"",277,"",64,""
"20150630","S08000032","Endoscopy","Colonoscopy",1447,"",193,"",39,""
"20150731","S08000032","Endoscopy","Colonoscopy",1272,"",85,"",2,""
"20150831","S08000032","Endoscopy","Colonoscopy",1241,"",105,"",0,""
"20150930","S08000032","Endoscopy","Colonoscopy",1342,"",119,"",1,""
"20151031","S08000032","Endoscopy","Colonoscopy",1249,"",85,"",0,""
"20151130","S08000032","Endoscopy","Colonoscopy",1314,"",78,"",1,""
"20151231","S08000032","Endoscopy","Colonoscopy",1313,"",123,"",0,""
"20160131","S08000032","Endoscopy","Colonoscopy",1245,"",87,"",0,""
"20160229","S08000032","Endoscopy","Colonoscopy",1378,"",92,"",2,""
"20160331","S08000032","Endoscopy","Colonoscopy",1431,"",92,"",1,""
"20160430","S08000032","Endoscopy","Colonoscopy",1582,"",208,"",23,""
"20160531","S08000032","Endoscopy","Colonoscopy",1451,"",135,"",0,""
"20160630","S08000032","Endoscopy","Colonoscopy",1376,"",112,"",0,""
"20160731","S08000032","Endoscopy","Colonoscopy",1263,"",117,"",1,""
"20160831","S08000032","Endoscopy","Colonoscopy",1285,"",91,"",2,""
"20160930","S08000032","Endoscopy","Colonoscopy",1382,"",132,"",0,""
"20161031","S08000032","Endoscopy","Colonoscopy",1354,"",91,"",0,""
"20161130","S08000032","Endoscopy","Colonoscopy",1266,"",101,"",0,""
"20161231","S08000032","Endoscopy","Colonoscopy",1261,"",113,"",0,""
"20170131","S08000032","Endoscopy","Colonoscopy",1290,"",66,"",0,""
"20170228","S08000032","Endoscopy","Colonoscopy",1322,"",95,"",0,""
"20170331","S08000032","Endoscopy","Colonoscopy",1235,"",72,"",0,""
"20170430","S08000032","Endoscopy","Colonoscopy",1207,"",126,"",3,""
"20170531","S08000032","Endoscopy","Colonoscopy",1134,"",104,"",3,""
"20170630","S08000032","Endoscopy","Colonoscopy",1161,"",101,"",3,""
"20170731","S08000032","Endoscopy","Colonoscopy",958,"",67,"",0,""
"20170831","S08000032","Endoscopy","Colonoscopy",864,"",28,"",0,""
"20170930","S08000032","Endoscopy","Colonoscopy",1122,"",66,"",0,""
"20171031","S08000032","Endoscopy","Colonoscopy",1107,"",78,"",0,""
"20171130","S08000032","Endoscopy","Colonoscopy",1109,"",71,"",0,""
"20171231","S08000032","Endoscopy","Colonoscopy",1082,"",70,"",1,""
"20180131","S08000032","Endoscopy","Colonoscopy",1079,"",56,"",0,""
"20180228","S08000032","Endoscopy","Colonoscopy",1258,"",76,"",0,""
"20180331","S08000032","Endoscopy","Colonoscopy",1345,"",148,"",1,""
"20180430","S08000032","Endoscopy","Colonoscopy",1351,"",95,"",1,""
"20180531","S08000032","Endoscopy","Colonoscopy",1456,"",143,"",3,""
"20180630","S08000032","Endoscopy","Colonoscopy",1307,"",142,"",2,""
"20180731","S08000032","Endoscopy","Colonoscopy",1269,"",139,"",19,""
"20180831","S08000032","Endoscopy","Colonoscopy",1400,"",187,"",10,""
"20180930","S08000032","Endoscopy","Colonoscopy",1568,"",261,"",24,""
"20181031","S08000032","Endoscopy","Colonoscopy",1458,"",182,"",11,""
"20181130","S08000032","Endoscopy","Colonoscopy",1522,"",218,"",4,""
"20181231","S08000032","Endoscopy","Colonoscopy",1501,"",282,"",2,""
"20190131","S08000032","Endoscopy","Colonoscopy",1537,"",246,"",0,""
"20190228","S08000032","Endoscopy","Colonoscopy",1534,"",202,"",0,""
"20190331","S08000032","Endoscopy","Colonoscopy",1535,"",162,"",0,""
"20190430","S08000032","Endoscopy","Colonoscopy",1543,"",154,"",1,""
"20190531","S08000032","Endoscopy","Colonoscopy",1481,"",156,"",1,""
"20190630","S08000032","Endoscopy","Colonoscopy",1473,"",150,"",0,""
"20190731","S08000032","Endoscopy","Colonoscopy",1426,"",145,"",1,""
"20190831","S08000032","Endoscopy","Colonoscopy",1403,"",123,"",0,""
"20190930","S08000032","Endoscopy","Colonoscopy",1490,"",147,"",1,""
"20191031","S08000032","Endoscopy","Colonoscopy",1497,"",114,"",1,""
"20191130","S08000032","Endoscopy","Colonoscopy",1421,"",136,"",0,""
"20191231","S08000032","Endoscopy","Colonoscopy",1390,"",148,"",6,""
"20200131","S08000032","Endoscopy","Colonoscopy",1576,"",150,"",6,""
"20200229","S08000032","Endoscopy","Colonoscopy",1664,"",281,"",8,""
"20200331","S08000032","Endoscopy","Colonoscopy",1668,"",544,"",204,""
"20200430","S08000032","Endoscopy","Colonoscopy",1844,"",1564,"",1259,""
"20200531","S08000032","Endoscopy","Colonoscopy",2023,"",1772,"",1644,""
"20200630","S08000032","Endoscopy","Colonoscopy",2093,"",1857,"",1735,""
"20200731","S08000032","Endoscopy","Colonoscopy",2104,"",1820,"",1713,""
"20200831","S08000032","Endoscopy","Colonoscopy",2048,"",1760,"",1637,""
"20200930","S08000032","Endoscopy","Colonoscopy",1680,"",1319,"",1207,""
"20201031","S08000032","Endoscopy","Colonoscopy",1317,"",921,"",801,""
"20201130","S08000032","Endoscopy","Colonoscopy",1101,"",682,"",578,""
"20201231","S08000032","Endoscopy","Colonoscopy",1113,"",660,"",512,""
"20210131","S08000032","Endoscopy","Colonoscopy",1237,"",700,"",621,""
"20210228","S08000032","Endoscopy","Colonoscopy",1367,"",751,"",618,""
"20210331","S08000032","Endoscopy","Colonoscopy",1596,"",896,"",734,""
"20210430","S08000032","Endoscopy","Colonoscopy",1741,"",1064,"",794,""
"20210531","S08000032","Endoscopy","Colonoscopy",1827,"",1069,"",880,""
"20210630","S08000032","Endoscopy","Colonoscopy",1720,"",1062,"",871,""
"20210731","S08000032","Endoscopy","Colonoscopy",1985,"",1239,"",1012,""
"20210831","S08000032","Endoscopy","Colonoscopy",1958,"",1335,"",1100,""
"20210930","S08000032","Endoscopy","Colonoscopy",2091,"",1390,"",1182,""
"20070930","S08000032","Endoscopy","Cystoscopy",198,"",60,"",20,""
"20071231","S08000032","Endoscopy","Cystoscopy",192,"",50,"",16,""
"20080131","S08000032","Endoscopy","Cystoscopy",235,"",76,"",60,""
"20080229","S08000032","Endoscopy","Cystoscopy",260,"",72,"",32,""
"20080331","S08000032","Endoscopy","Cystoscopy",302,"",105,"",51,""
"20080430","S08000032","Endoscopy","Cystoscopy",270,"",103,"",59,""
"20080531","S08000032","Endoscopy","Cystoscopy",279,"",94,"",48,""
"20080630","S08000032","Endoscopy","Cystoscopy",261,"",74,"",29,""
"20080731","S08000032","Endoscopy","Cystoscopy",247,"",50,"",7,""
"20080831","S08000032","Endoscopy","Cystoscopy",229,"",25,"",1,""
"20080930","S08000032","Endoscopy","Cystoscopy",80,"",5,"",0,""
"20081031","S08000032","Endoscopy","Cystoscopy",259,"",18,"",0,""
"20081130","S08000032","Endoscopy","Cystoscopy",88,"",2,"",1,""
"20081231","S08000032","Endoscopy","Cystoscopy",257,"",2,"",0,""
"20090131","S08000032","Endoscopy","Cystoscopy",241,"",3,"",0,""
"20090228","S08000032","Endoscopy","Cystoscopy",258,"",2,"",0,""
"20090331","S08000032","Endoscopy","Cystoscopy",230,"",0,"",0,""
"20090430","S08000032","Endoscopy","Cystoscopy",202,"",3,"",0,""
"20090531","S08000032","Endoscopy","Cystoscopy",258,"",4,"",0,""
"20090630","S08000032","Endoscopy","Cystoscopy",291,"",6,"",0,""
"20090731","S08000032","Endoscopy","Cystoscopy",283,"",5,"",0,""
"20090831","S08000032","Endoscopy","Cystoscopy",245,"",7,"",0,""
"20090930","S08000032","Endoscopy","Cystoscopy",280,"",11,"",0,""
"20091031","S08000032","Endoscopy","Cystoscopy",280,"",23,"",0,""
"20091130","S08000032","Endoscopy","Cystoscopy",296,"",5,"",0,""
"20091231","S08000032","Endoscopy","Cystoscopy",237,"",12,"",0,""
"20100131","S08000032","Endoscopy","Cystoscopy",267,"",30,"",0,""
"20100228","S08000032","Endoscopy","Cystoscopy",276,"",8,"",0,""
"20100331","S08000032","Endoscopy","Cystoscopy",336,"",0,"",0,""
"20100430","S08000032","Endoscopy","Cystoscopy",330,"",0,"",0,""
"20100531","S08000032","Endoscopy","Cystoscopy",277,"",0,"",0,""
"20100630","S08000032","Endoscopy","Cystoscopy",334,"",0,"",0,""
"20100731","S08000032","Endoscopy","Cystoscopy",238,"",0,"",0,""
"20100831","S08000032","Endoscopy","Cystoscopy",226,"",0,"",0,""
"20100930","S08000032","Endoscopy","Cystoscopy",216,"",0,"",0,""
"20101031","S08000032","Endoscopy","Cystoscopy",262,"",0,"",0,""
"20101130","S08000032","Endoscopy","Cystoscopy",241,"",0,"",0,""
"20101231","S08000032","Endoscopy","Cystoscopy",248,"",0,"",0,""
"20110131","S08000032","Endoscopy","Cystoscopy",240,"",0,"",0,""
"20110228","S08000032","Endoscopy","Cystoscopy",251,"",0,"",0,""
"20110331","S08000032","Endoscopy","Cystoscopy",188,"",0,"",0,""
"20110430","S08000032","Endoscopy","Cystoscopy",243,"",0,"",0,""
"20110531","S08000032","Endoscopy","Cystoscopy",257,"",0,"",0,""
"20110630","S08000032","Endoscopy","Cystoscopy",287,"",0,"",0,""
"20110731","S08000032","Endoscopy","Cystoscopy",307,"",0,"",0,""
"20110831","S08000032","Endoscopy","Cystoscopy",293,"",0,"",0,""
"20110930","S08000032","Endoscopy","Cystoscopy",310,"",0,"",0,""
"20111031","S08000032","Endoscopy","Cystoscopy",266,"",0,"",0,""
"20111130","S08000032","Endoscopy","Cystoscopy",281,"",0,"",0,""
"20111231","S08000032","Endoscopy","Cystoscopy",336,"",0,"",0,""
"20120131","S08000032","Endoscopy","Cystoscopy",308,"",0,"",0,""
"20120229","S08000032","Endoscopy","Cystoscopy",367,"",0,"",0,""
"20120331","S08000032","Endoscopy","Cystoscopy",356,"",0,"",0,""
"20120430","S08000032","Endoscopy","Cystoscopy",307,"",0,"",0,""
"20120531","S08000032","Endoscopy","Cystoscopy",295,"",0,"",0,""
"20120630","S08000032","Endoscopy","Cystoscopy",250,"",4,"",0,""
"20120731","S08000032","Endoscopy","Cystoscopy",276,"",1,"",0,""
"20120831","S08000032","Endoscopy","Cystoscopy",269,"",1,"",0,""
"20120930","S08000032","Endoscopy","Cystoscopy",263,"",3,"",0,""
"20121031","S08000032","Endoscopy","Cystoscopy",280,"",16,"",0,""
"20121130","S08000032","Endoscopy","Cystoscopy",276,"",6,"",0,""
"20121231","S08000032","Endoscopy","Cystoscopy",254,"",14,"",1,""
"20130131","S08000032","Endoscopy","Cystoscopy",243,"",1,"",0,""
"20130228","S08000032","Endoscopy","Cystoscopy",285,"",2,"",0,""
"20130331","S08000032","Endoscopy","Cystoscopy",288,"",9,"",0,""
"20130430","S08000032","Endoscopy","Cystoscopy",268,"",1,"",0,""
"20130531","S08000032","Endoscopy","Cystoscopy",242,"",5,"",0,""
"20130630","S08000032","Endoscopy","Cystoscopy",268,"",6,"",0,""
"20130731","S08000032","Endoscopy","Cystoscopy",247,"",8,"",0,""
"20130831","S08000032","Endoscopy","Cystoscopy",257,"",14,"",0,""
"20130930","S08000032","Endoscopy","Cystoscopy",257,"",13,"",0,""
"20131031","S08000032","Endoscopy","Cystoscopy",283,"",9,"",0,""
"20131130","S08000032","Endoscopy","Cystoscopy",280,"",27,"",0,""
"20131231","S08000032","Endoscopy","Cystoscopy",247,"",19,"",1,""
"20140131","S08000032","Endoscopy","Cystoscopy",233,"",0,"",0,""
"20140228","S08000032","Endoscopy","Cystoscopy",277,"",26,"",0,""
"20140331","S08000032","Endoscopy","Cystoscopy",287,"",29,"",0,""
"20140430","S08000032","Endoscopy","Cystoscopy",312,"",32,"",0,""
"20140531","S08000032","Endoscopy","Cystoscopy",290,"",22,"",0,""
"20140630","S08000032","Endoscopy","Cystoscopy",276,"",12,"",3,""
"20140731","S08000032","Endoscopy","Cystoscopy",282,"",41,"",0,""
"20140831","S08000032","Endoscopy","Cystoscopy",246,"",14,"",0,""
"20140930","S08000032","Endoscopy","Cystoscopy",285,"",24,"",0,""
"20141031","S08000032","Endoscopy","Cystoscopy",293,"",32,"",2,""
"20141130","S08000032","Endoscopy","Cystoscopy",283,"",24,"",1,""
"20141231","S08000032","Endoscopy","Cystoscopy",315,"",43,"",2,""
"20150131","S08000032","Endoscopy","Cystoscopy",307,"",14,"",3,""
"20150228","S08000032","Endoscopy","Cystoscopy",354,"",43,"",0,""
"20150331","S08000032","Endoscopy","Cystoscopy",354,"",22,"",2,""
"20150430","S08000032","Endoscopy","Cystoscopy",340,"",29,"",0,""
"20150531","S08000032","Endoscopy","Cystoscopy",388,"",27,"",0,""
"20150630","S08000032","Endoscopy","Cystoscopy",447,"",54,"",0,""
"20150731","S08000032","Endoscopy","Cystoscopy",441,"",67,"",2,""
"20150831","S08000032","Endoscopy","Cystoscopy",344,"",17,"",0,""
"20150930","S08000032","Endoscopy","Cystoscopy",378,"",27,"",0,""
"20151031","S08000032","Endoscopy","Cystoscopy",324,"",29,"",0,""
"20151130","S08000032","Endoscopy","Cystoscopy",324,"",13,"",0,""
"20151231","S08000032","Endoscopy","Cystoscopy",361,"",16,"",0,""
"20160131","S08000032","Endoscopy","Cystoscopy",282,"",15,"",0,""
"20160229","S08000032","Endoscopy","Cystoscopy",262,"",19,"",1,""
"20160331","S08000032","Endoscopy","Cystoscopy",230,"",25,"",0,""
"20160430","S08000032","Endoscopy","Cystoscopy",301,"",23,"",2,""
"20160531","S08000032","Endoscopy","Cystoscopy",321,"",29,"",0,""
"20160630","S08000032","Endoscopy","Cystoscopy",359,"",45,"",0,""
"20160731","S08000032","Endoscopy","Cystoscopy",258,"",25,"",2,""
"20160831","S08000032","Endoscopy","Cystoscopy",317,"",27,"",0,""
"20160930","S08000032","Endoscopy","Cystoscopy",314,"",19,"",2,""
"20161031","S08000032","Endoscopy","Cystoscopy",252,"",15,"",2,""
"20161130","S08000032","Endoscopy","Cystoscopy",310,"",26,"",0,""
"20161231","S08000032","Endoscopy","Cystoscopy",303,"",17,"",0,""
"20170131","S08000032","Endoscopy","Cystoscopy",310,"",22,"",1,""
"20170228","S08000032","Endoscopy","Cystoscopy",315,"",29,"",0,""
"20170331","S08000032","Endoscopy","Cystoscopy",403,"",51,"",2,""
"20170430","S08000032","Endoscopy","Cystoscopy",405,"",46,"",3,""
"20170531","S08000032","Endoscopy","Cystoscopy",405,"",59,"",4,""
"20170630","S08000032","Endoscopy","Cystoscopy",395,"",49,"",2,""
"20170731","S08000032","Endoscopy","Cystoscopy",265,"",23,"",0,""
"20170831","S08000032","Endoscopy","Cystoscopy",272,"",18,"",2,""
"20170930","S08000032","Endoscopy","Cystoscopy",268,"",22,"",8,""
"20171031","S08000032","Endoscopy","Cystoscopy",262,"",28,"",1,""
"20171130","S08000032","Endoscopy","Cystoscopy",213,"",11,"",1,""
"20171231","S08000032","Endoscopy","Cystoscopy",248,"",15,"",0,""
"20180131","S08000032","Endoscopy","Cystoscopy",285,"",6,"",0,""
"20180228","S08000032","Endoscopy","Cystoscopy",240,"",9,"",0,""
"20180331","S08000032","Endoscopy","Cystoscopy",202,"",2,"",0,""
"20180430","S08000032","Endoscopy","Cystoscopy",395,"",40,"",8,""
"20180531","S08000032","Endoscopy","Cystoscopy",403,"",57,"",1,""
"20180630","S08000032","Endoscopy","Cystoscopy",475,"",89,"",7,""
"20180731","S08000032","Endoscopy","Cystoscopy",526,"",110,"",19,""
"20180831","S08000032","Endoscopy","Cystoscopy",551,"",76,"",2,""
"20180930","S08000032","Endoscopy","Cystoscopy",532,"",102,"",1,""
"20181031","S08000032","Endoscopy","Cystoscopy",445,"",47,"",2,""
"20181130","S08000032","Endoscopy","Cystoscopy",503,"",88,"",1,""
"20181231","S08000032","Endoscopy","Cystoscopy",526,"",169,"",19,""
"20190131","S08000032","Endoscopy","Cystoscopy",614,"",169,"",105,""
"20190228","S08000032","Endoscopy","Cystoscopy",583,"",220,"",60,""
"20190331","S08000032","Endoscopy","Cystoscopy",597,"",244,"",94,""
"20190430","S08000032","Endoscopy","Cystoscopy",481,"",147,"",24,""
"20190531","S08000032","Endoscopy","Cystoscopy",353,"",90,"",1,""
"20190630","S08000032","Endoscopy","Cystoscopy",359,"",27,"",1,""
"20190731","S08000032","Endoscopy","Cystoscopy",406,"",68,"",0,""
"20190831","S08000032","Endoscopy","Cystoscopy",401,"",50,"",0,""
"20190930","S08000032","Endoscopy","Cystoscopy",376,"",39,"",0,""
"20191031","S08000032","Endoscopy","Cystoscopy",309,"",26,"",3,""
"20191130","S08000032","Endoscopy","Cystoscopy",351,"",24,"",3,""
"20191231","S08000032","Endoscopy","Cystoscopy",398,"",83,"",0,""
"20200131","S08000032","Endoscopy","Cystoscopy",383,"",58,"",3,""
"20200229","S08000032","Endoscopy","Cystoscopy",368,"",77,"",3,""
"20200331","S08000032","Endoscopy","Cystoscopy",456,"",204,"",87,""
"20200430","S08000032","Endoscopy","Cystoscopy",487,"",377,"",320,""
"20200531","S08000032","Endoscopy","Cystoscopy",536,"",404,"",357,""
"20200630","S08000032","Endoscopy","Cystoscopy",643,"",472,"",404,""
"20200731","S08000032","Endoscopy","Cystoscopy",666,"",501,"",443,""
"20200831","S08000032","Endoscopy","Cystoscopy",704,"",502,"",431,""
"20200930","S08000032","Endoscopy","Cystoscopy",766,"",557,"",475,""
"20201031","S08000032","Endoscopy","Cystoscopy",825,"",555,"",489,""
"20201130","S08000032","Endoscopy","Cystoscopy",945,"",738,"",632,""
"20201231","S08000032","Endoscopy","Cystoscopy",907,"",732,"",666,""
"20210131","S08000032","Endoscopy","Cystoscopy",871,"",671,"",600,""
"20210228","S08000032","Endoscopy","Cystoscopy",869,"",659,"",571,""
"20210331","S08000032","Endoscopy","Cystoscopy",936,"",678,"",614,""
"20210430","S08000032","Endoscopy","Cystoscopy",961,"",672,"",615,""
"20210531","S08000032","Endoscopy","Cystoscopy",884,"",641,"",576,""
"20210630","S08000032","Endoscopy","Cystoscopy",839,"",574,"",520,""
"20210731","S08000032","Endoscopy","Cystoscopy",863,"",658,"",537,""
"20210831","S08000032","Endoscopy","Cystoscopy",923,"",600,"",524,""
"20210930","S08000032","Endoscopy","Cystoscopy",1068,"",849,"",695,""
"20070930","S08000032","Endoscopy","Lower Endoscopy",274,"",95,"",24,""
"20071231","S08000032","Endoscopy","Lower Endoscopy",291,"",105,"",40,""
"20080131","S08000032","Endoscopy","Lower Endoscopy",284,"",114,"",80,""
"20080229","S08000032","Endoscopy","Lower Endoscopy",280,"",100,"",42,""
"20080331","S08000032","Endoscopy","Lower Endoscopy",268,"",87,"",39,""
"20080430","S08000032","Endoscopy","Lower Endoscopy",218,"",84,"",40,""
"20080531","S08000032","Endoscopy","Lower Endoscopy",237,"",76,"",39,""
"20080630","S08000032","Endoscopy","Lower Endoscopy",282,"",64,"",26,""
"20080731","S08000032","Endoscopy","Lower Endoscopy",244,"",40,"",6,""
"20080831","S08000032","Endoscopy","Lower Endoscopy",187,"",18,"",0,""
"20080930","S08000032","Endoscopy","Lower Endoscopy",122,"",13,"",0,""
"20081031","S08000032","Endoscopy","Lower Endoscopy",512,"",30,"",0,""
"20081130","S08000032","Endoscopy","Lower Endoscopy",118,"",1,"",0,""
"20081231","S08000032","Endoscopy","Lower Endoscopy",387,"",0,"",0,""
"20090131","S08000032","Endoscopy","Lower Endoscopy",462,"",0,"",0,""
"20090228","S08000032","Endoscopy","Lower Endoscopy",366,"",0,"",0,""
"20090331","S08000032","Endoscopy","Lower Endoscopy",386,"",0,"",0,""
